station_name,station_code,station_lat,station_long
Chola ,CHL,28.3349663,77.7798945
Kiraoli ,KLB,27.1367245,77.7852575
Raya ,RAYA,27.552761,77.78695
Tiruttangal ,TTL,9.4758333,77.7925
Iqbalpur ,IQB,29.873224,77.7945526
Gulaothi ,GLH,28.5912293,77.7966975
Gadwal ,GWD,16.2333,77.8
Metur Dam ,MTDM,11.8,77.8
Jamdha ,JMD,22.4155313,77.8009872
Mecheri Road ,MCRD,12.002656,77.8121066
Rangapuram ,RGM,15.2631406,77.8145701
Vidisha ,BHS,23.5333,77.8167
Hosur ,HSRA,12.7167,77.8167
Sivakasi ,SVKS,9.45,77.8167
Rayalcheruvu ,RLO,15.055672,77.8167146
Khurja Junction ,KRJ,28.2066639,77.8190378
Kala Akhar ,KQE,22.3773693,77.8195739
Seydunganallur ,SDNR,8.6636416,77.8295809
Nidigallu ,NDZ,14.5433182,77.8310104
Devangonthi ,DKN,12.9854589,77.8314571
Babugarh ,BBO,28.7238037,77.8495921
Bulandshahr ,BSC,28.406963,77.8498292
Dharmabad ,DAB,18.9,77.85
Khurja City ,KJY,28.25,77.85
Hathras Junction ,HRS,27.5716958,77.8639686
Mathura Junction ,MTJ,27.5716958,77.8639686
Bolsa ,BLSA,19.0737473,77.864598
Dhodra Mohar ,DOH,22.2752817,77.8653126
Kovilpatti ,CVP,9.1667,77.8667
Kadambur ,KDU,8.9833,77.8667
Godamgura ,GDQ,17.290142,77.8667271
Sankaridrug ,SGE,11.480118,77.872008
Dhone ,DHNE,15.4002707,77.8720108
Sadashivapet Road ,SSPD,17.4835086,77.8728265
Unjalur ,URL,11.1277663,77.8774587
Sriramnagar ,SRNR,16.3,77.88
Kodumudi ,KMD,11.0833,77.8833
Roorkee ,RK,29.8542626,77.8880002
Bankhedi ,BKH,23.3205197,77.8881747
Dhaulpur ,DHO,26.7051828,77.8881747
Betul ,BZU,21.9153,77.8961
Ambaturai ,ABI,10.2621777,77.899604
Vikarabad Junction ,VKB,17.3423796,77.9051465
Gulabhganj ,GLG,23.680989,77.9096036
Garhmuktesar ,GMS,28.798719,77.910072
Srivaikuntam ,SVV,8.628979,77.910804
Govindpuri ,GOY,28.9187116,77.9188882
Pathauli ,PTLI,27.1697252,77.9310283
Ganj Basoda ,BAQ,23.8512534,77.9338846
Mursan ,MSN,27.5678273,77.9353127
Malur ,MLO,13.00241,77.94057
Agasod ,AGD,23.9314195,77.948165
Laksar Junction ,LRJ,29.6820785,77.9521292
Basar ,BSX,18.8801751,77.9538767
Idgah Agra Junction ,IDH,27.1674592,77.9585474
Wanparti Road ,WPR,16.3748349,77.9589392
Sholavandan ,SDN,10.0211443,77.9610158
Chitgidda ,CTF,17.4105942,77.9617297
Todarpur ,TDP,28.781033,77.9628005
Hirnoda ,HDA,23.7278295,77.965299
Pipraigaon ,PIA,24.5061682,77.965299
Kalligudi ,KGD,9.6976597,77.9721722
Dausni ,DSNI,29.7739769,77.9845715
Mahbubnagar ,MBNR,16.741699,77.985901
Simbhooli ,SMBL,28.762013,77.9867127
Tirumangalam ,TMQ,9.8232884,77.9881401
Hathras Road ,HTJ,27.6520299,77.989721
Titwa ,TTW,20.6687691,77.9938497
Bagra Tawa ,BGTA,22.6311213,77.9941173
Raja Ki Mandi ,RKM,27.1922494,77.9988452
Ghoradongri ,GDYA,22.1240168,77.9995589
Agra City ,AGA,27.1766701,78.0080745
Yamuna Bdg Agra ,JAB,27.1766701,78.0080745
Mohitnagar ,MOP,30.3262345,78.0095493
Saharsrakund ,SHSK,19.405125,78.0102628
Agra Cantt ,AGC,27.1566205,78.0138306
Hemagiri ,HGR,18.3146468,78.0138306
Navipet ,NVT,18.7716744,78.0152577
Pugalur ,PGR,11.0833333,78.0166667
Tadipatri ,TU,14.9167,78.0167
Agra Fort ,AF,27.1795328,78.021112
Singarpur ,SNPR,27.8311412,78.0316676
Gullaguda ,GGD,17.4166795,78.0320243
Dehradun ,DDN,30.3164945,78.0321918
Kurnool Town ,KRNT,15.8281257,78.0372792
Aithal ,ATMO,29.8138046,78.0380882
Kurumbur ,KZB,8.5907115,78.0395149
Harrawala ,HRW,30.3223577,78.040585
Omalur ,OML,11.7436657,78.0475878
Hathras City ,HTC,27.6,78.05
Basai ,BZY,27.1574079,78.0566344
Guramkhedi ,GMD,22.684456,78.0609138
Akkaraippatti ,API,11.4708522,78.061627
Tiruparankndrm ,TDN,9.8838036,78.0708985
Palakkodu ,PCV,12.2985516,78.0737511
Aligarh Junction ,ALJN,27.889327,78.0741077
Jhingura ,JHG,27.5128648,78.0758905
Rmkrshnaprm Gte ,RKO,10.9638965,78.0770774
Kishanpur ,KSP,30.3697385,78.0808823
Bela Tal ,BTX,27.8822164,78.0813791
Karur ,KRR,10.95,78.0833
Tyakal ,TCL,12.983333,78.083333
Mandi Bamora ,MABA,24.0597611,78.0908651
Milavittan ,MVN,8.8192782,78.0908651
Arumuganeri ,ANY,8.5681265,78.0937171
Nizamabad ,NZB,18.6725047,78.0940867
Tapri ,TPZ,31.5173528,78.0990646
Chandur ,CND,17.8736,78.0994
Mungaoli ,MNV,24.4167,78.1
Aruppukkottai ,APK,9.515625,78.100015
Dindigul Junction ,DG,10.6588287,78.1042367
Banmor ,BAO,26.3426528,78.1043065
Jwalapur ,JWP,29.9270591,78.1079763
Balawali ,BLW,29.6270537,78.110115
Arni Road ,ARV,20.3789661,78.1111844
Madurai Junction ,MDU,9.91771,78.11163
Salem Junction ,SA,11.670043,78.113286
Doiwala ,DWO,30.1833,78.1167
Kansrao ,QSR,30.0906694,78.1222336
Sabarmati Junction ,SBI,11.6715066,78.1236456
Kayalpattinam ,KZY,8.5683153,78.1238356
Tiruchendur ,TCN,8.4963081,78.1250848
Amla Junction ,AMLA,21.9201864,78.1254412
Shankarpalli ,SKP,17.4564565,78.130787
Dharmapuri ,DPJ,12.1016465,78.1346296
Tuticorin ,TN,8.7641661,78.1348361
Palaiyam ,PALM,10.7253134,78.1350635
Mandawar M Road ,MURD,29.3874897,78.1357902
Bijnor ,BJO,29.3724422,78.1358472
Chandari ,CNBI,24.7128343,78.1364889
Danishpet ,DSPT,11.8584507,78.1372016
Jadcherla ,JCL,16.7625592,78.1393397
Dhamalgaon ,DMGN,20.7860882,78.1407651
Dhamangaon ,DMN,20.7860882,78.1407651
Mohanur ,MONR,11.0598753,78.1421905
Tuti Melur ,TME,8.7982933,78.1492838
Betamcherla ,BMH,15.4562614,78.1507423
Kamasamudram ,KSM,14.5437874,78.1585809
Kadiri ,KRY,14.1130272,78.1605586
Namakkal ,NMKL,11.2194391,78.1677236
Erode Junction ,ED,11.4531876,78.1686979
Kankather ,KHE,28.7999362,78.1706939
Lingti ,LNT,32.1153354,78.1760374
Bangarapet ,BWT,12.9973584,78.1763937
Shyampuri ,SMPA,28.3131542,78.1778185
Bamhrauli ,BMU,26.4716773,78.1820931
Gwalior ,GWL,26.2182871,78.1828308
Motichur ,MOTC,29.9855856,78.1877922
Rasipuram ,RASP,11.4574154,78.1934911
Sohagpur ,SGP,22.7017104,78.1934911
Bodhadi Bujrug ,BHBK,19.4963008,78.1951829
Bina Junction ,BINA,24.1763374,78.1963404
Etmadpur ,ETUE,27.2333127,78.1991896
Kinwat ,KNVT,19.6333,78.2
Kiratgarh ,KRTH,29.5166667,78.2
G Pochampalli ,GDPL,12.5309779,78.2034633
Shadnagar ,SHNR,17.0712297,78.2048878
Raiwala ,RWL,30.0254474,78.219132
Garhara ,GHX,28.3728723,78.2269655
Tundla Junction ,TDL,27.2078039,78.2335523
Machavaram ,MCVM,18.0180837,78.2404947
Gajraula Junction ,GJL,28.8351796,78.2447667
Bisanattam ,BSM,12.8425262,78.2500174
Virbhadra ,VRH,30.0753887,78.2518863
Mandi Dhanaura ,MNDR,28.9527966,78.261408
Karonda ,KOA,24.330222,78.265077
Anupshahr ,AUS,28.3540864,78.2675478
Multai ,MTY,21.7796532,78.2675478
Rishikesh ,RKSH,30.0869281,78.2676116
Hbl Nagar ,HBLN,17.1337956,78.2737765
Gudupulli ,GDP,12.8037089,78.2749328
Bommidi ,BQI,11.950748,78.2817834
Haldaur ,HLDR,29.2930115,78.2832069
Pipalsana ,PLS,29.1304586,78.2995753
Mahadanapuram ,MMH,10.9507587,78.3002869
Buddireddippati ,BDY,12.0478057,78.3038449
Nonera ,NNE,26.4387081,78.3102489
Jakhalaun ,JLN,24.5499524,78.3145181
Dhaura ,DUA,24.4464017,78.3187871
Krishnarajapurm ,KJM,10.9933079,78.3230559
Lingampalli ,LPI,17.48,78.33
Khurai ,KYE,24.0434676,78.3303543
Dabra ,DBA,25.8907463,78.3324512
Kuppam ,KPN,12.7470314,78.3330157
Kamareddi ,KMC,18.3239953,78.3343051
Najibabad Junction ,NBD,29.6032639,78.3347942
Barsali ,BYS,30.7402577,78.348665
Pipariya ,PPI,22.7545878,78.3529326
Rajghat Narora ,RG,28.2362336,78.3541811
Jigna ,JIA,25.6386042,78.3557775
Talmadla ,TMD,18.239475,78.357158
Jalesar Road ,JLS,27.2993716,78.3574533
Kafurpur ,KFPR,28.8696734,78.3600448
Hafizpeta ,HFZ,17.485091,78.3671565
Keutguda ,KTGA,17.4655295,78.3763881
Sikandra Rao ,SKA,27.6864088,78.378274
Pachwan ,PNWN,27.2239306,78.3799564
Bundki ,BEK,29.553565,78.3828006
Morappur ,MAP,12.1280578,78.3913328
Muddanuru ,MOO,14.6896777,78.3927547
Umdanagar ,UR,17.263289,78.392857
Firozabad ,FZD,27.1591006,78.3957574
Akanapet ,AKE,18.1018082,78.397998
Bijauli ,BJI,27.9834271,78.3998642
Sumreri ,SMRR,24.0137149,78.4041297
Muktapur ,MKPR,21.3777508,78.4076841
Naraikkinar ,NRK,11.4922554,78.4080395
Budvel ,BDVL,17.3391228,78.4098167
Mirzapali ,MZL,18.0177352,78.4147925
Lalitpur ,LAR,24.6833,78.4167
Babrala ,BBA,28.2835343,78.4183466
Kulitalai ,KLT,10.937347,78.4211897
Kulitthurai ,KZT,10.937347,78.4211897
Manaparai ,MPA,10.6240913,78.4240328
Ettapur Road ,ETP,17.3733067,78.4292832
Gohad Road ,GOA,26.4696553,78.4304294
Talbahat ,TBT,25.04426,78.431061
Nagina ,NGG,29.4426409,78.4326638
Dayanand Nagar ,DYE,17.5395208,78.4393107
Habibganj ,HBJ,27.9169655,78.4418001
Sanat Nagar ,SNF,17.4575698,78.443932
Macharya ,MCV,28.7800602,78.4446426
Parvatipuram Tn ,PVPT,10.954622,78.4454696
Saneh Road ,SNX,29.6897746,78.4500609
Manamadurai Junction ,MNM,9.6821715,78.4537026
Manoharabad ,MOB,17.755421,78.454082
Jargaon ,JRJ,26.0199869,78.4581434
Datia ,DAA,25.6653262,78.4609393
Masaipet ,ME,17.9074495,78.4609854
Patchur ,PU,12.5937918,78.4616959
Wadiaram ,WDR,17.9587611,78.4652483
Srikrishn Nagar ,SKN,17.5058028,78.4656036
Begampet ,BMT,17.4447068,78.4663812
Babina ,BAB,25.25,78.4666667
Gowdavalli ,GWV,17.610793,78.468196
Amroha ,AMRO,28.9035728,78.4695111
Dabilpur ,DBV,17.674799,78.470864
Hirdagarh ,HRG,22.1348935,78.4723528
Jeruwa Khera ,JRK,23.9736934,78.4788352
Samalpatti ,SLY,12.3133287,78.4808775
Nandyal ,NDL,15.4785694,78.4830934
Sivaganga ,SVGA,9.8667,78.4833
Himayatnagar ,HEM,17.4020637,78.4840052
Medchal ,MED,17.6302223,78.4842132
Malikpeth ,MKPT,17.3728639,78.4894015
Pettaivayatalai ,PLI,10.901053,78.4894015
Kacheguda ,KCG,17.3892903,78.4965043
Malakpet Kcg ,MXT,17.389305,78.499601
Habibwala ,HBW,29.3585589,78.5000555
Secunderabad Junction ,SC,17.433258,78.502228
Kotdwara ,KTW,29.7439659,78.505198
Alwal ,ALW,17.503,78.507
Krishna ,KSN,16.2693474,78.5120549
Dhampur ,DPR,29.3059108,78.5121286
Bolarum ,BMO,17.5287165,78.5149691
Bolarum Bazar ,BOZ,17.517623,78.515685
Cavalry Barrcks ,CVB,17.495302,78.518963
Sitafal Mandi ,STPD,17.4248673,78.5199399
Lalaguda Gate ,LGDH,17.440841,78.524766
Ammuguda ,AMQ,17.486203,78.527026
Pandhurna ,PAR,21.5925296,78.5291706
Adilabad ,ADB,19.6667,78.5333
Yerraguntla ,YA,14.6333,78.5333
Malkajgiri ,MJF,17.454145,78.5340203
Safilguda ,SFX,17.4647377,78.5419503
Chakraj Mal ,CAJ,29.2458297,78.5462098
Dalelnagar ,DLQ,29.6007576,78.5462098
Isarwara ,ISH,23.9293231,78.5476296
Maula Ali ,MLY,17.4602921,78.5578389
Uppal ,OPL,17.4018092,78.5601892
Tirupattur Junction ,TPT,12.4981122,78.5615159
Marahra ,MH,27.7377444,78.5703437
Barbatpur ,BBTR,23.0481053,78.5731826
Pimpalkhuti ,PMKT,19.8239631,78.5788601
Mallapur ,MLP,17.442196,78.5802795
Shikohabad Junction ,SKB,26.996409,78.5827587
Katol ,KATL,21.2667,78.5833
Seohara ,SEO,29.2167,78.5833
Attur ,ATU,11.5992985,78.5944718
Wardha Junction ,WR,20.7330515,78.5948266
Asokhar ,AXK,26.552271,78.59731
Junnor Deo ,JNO,22.1907479,78.59731
Paramakkudi ,PMK,9.55,78.6
Jiyapuram ,JPM,10.8734354,78.6044052
Naryaoli,NOI,23.8966397,78.6050118
Bahjoi ,BJ,28.4,78.6167
Gazulapalli ,GZL,15.4016547,78.6185941
Timmapur ,TMX,18.918023,78.6185941
Jaithari ,JTI,23.2144497,78.6200129
Vaniyambadi ,VN,12.6950325,78.6218853
Kanth ,KNT,29.0576467,78.6256878
Singapuram Road ,SPRD,18.8632474,78.6302756
Pocharam ,PCZ,17.4283115,78.6427107
Kasganj ,KSJ,27.8047199,78.6436805
Bhugaon ,BPK,20.6716408,78.6460373
Jolarpettai ,JTJ,12.593271,78.6462567
Kamalapuram ,KKM,14.608384,78.662567
Sevagram ,SEGM,20.7349924,78.662567
Jaroli ,JRLI,25.975303,78.6654033
Kallal ,KAL,9.9842387,78.6654033
Bhadroli ,BBY,26.2147185,78.6710756
Salichauka Road ,SCKR,22.8341431,78.6766591
Ghatkesar ,GT,17.4494,78.6853
Sirsaul ,SSL,28.1476674,78.6880908
Tirchrpali Fort ,TP,10.8239076,78.6908056
Srirangam ,SRGM,10.8560297,78.6965972
Ponmlai Gld Rck ,GOC,10.7586271,78.7027985
Naglatula ,NGLT,26.9691574,78.7036854
Tiruchchirapali ,TPJ,10.7904833,78.7046725
Tiruchrpali Twn ,TPTN,10.7904833,78.7046725
Lodipur Bishnpr ,LDP,28.8719047,78.7091982
Selu ,SELU,20.8365072,78.7093556
Ambur ,AB,12.7903613,78.7166084
Barwa Sagar ,BWR,25.3748314,78.732033
Harthala ,HRH,28.8759285,78.7348674
Madanapalle Road ,MPL,13.5461422,78.7361974
Somalapuram ,SLM,12.8029148,78.7377016
Soron ,SRN,27.8833,78.75
Bhadan ,BDN,26.9746055,78.7532884
Ramgiri ,RGI,21.3022517,78.7586016
Parasia ,PUX,22.1905088,78.7617893
Gumthal ,GTF,28.4900865,78.7660395
Tiruverumbur ,TRB,10.7875,78.7763889
Moradabad ,MB,28.8315925,78.7782764
Chandausi Junction ,CH,28.4480507,78.7796105
Chand Siau ,CPS,28.4480507,78.7796105
Raja Ka Sahaspr ,RJK,28.6281915,78.7796742
Gadarwara ,GAR,22.9167,78.7833
Kundarkhi ,KD,28.6802176,78.7844548
Makronia ,MKRN,23.8545199,78.7844548
Bhind ,BIX,26.5642,78.7883
Karaikkudi Junction ,KKDI,10.067873,78.7924219
Bijora ,BJK,26.7426447,78.7957856
Bibinagar ,BN,17.4720171,78.7957856
Kailasapuram ,KLPM,10.7791403,78.7957856
Sausar ,SASR,21.6519825,78.7957856
Alampur ,ALMR,26.0238889,78.7958333
Lokdhikhera ,LDE,21.5700564,78.8014505
Jhansi Junction ,JHS,25.0457256,78.8049305
Kallkiri ,KCI,13.6427649,78.8099472
Chirgaon ,CGN,25.581862,78.817777
Lalgudi ,LLI,10.874405,78.8184432
Pudukkottai ,PDKT,10.379663,78.8208454
Cuddapah ,HX,14.4673541,78.8241339
Khadapa ,KDPA,14.4673541,78.8241339
Diguvametta ,DMT,15.3930685,78.8318937
Valathoor ,VLT,12.8898613,78.8394146
Hinganghat ,HGT,20.5471273,78.8439268
Ramakona ,RMO,21.7187437,78.8481734
Gangiwara ,GNW,22.0945718,78.8517121
Sagoni ,SAO,24.6749355,78.8580815
Kachhia Bridge ,KCO,27.9366896,78.8591872
Bohani ,BNE,22.9335403,78.8594969
Gudiyattam ,GYM,12.9447361,78.8709019
Umra Nala ,ULA,21.8763002,78.8736493
Kelod ,KLOD,21.4612335,78.8771871
Dalpatpur ,DLP,28.8207429,78.8774524
Chinna Salem ,CHSM,11.6328298,78.8778946
Bhongir ,BG,17.5108,78.8889
Karaboh ,KRBO,22.0877812,78.8920444
Lidhora Khurd ,LDA,23.8506344,78.8920444
Kukra Khapa ,KFP,21.813713,78.8964658
Jaswantnagar ,JGR,26.8833333,78.9
Jandrapeta ,JAQ,13.5452157,78.9024785
Ghadela ,GELA,21.7298257,78.9033627
Devakottai Road ,DKO,9.917666,78.9065418
Kalmeshwar ,KSWR,21.2334731,78.9118506
Giddalur ,GID,15.3763583,78.9250862
Linga ,LIG,21.9677658,78.93236
Chandok ,CNK,23.927077,78.9344814
Mundha Pande ,MPH,28.8035608,78.9358957
Bhitaura ,BTO,25.3422828,78.9373099
Nagireddipalli ,NRDP,17.4227565,78.940315
Saidapur ,SADP,17.6166435,78.9422595
Dabtara ,DUB,28.3903987,78.9465019
Ganj Dundwara ,GWA,27.7333333,78.95
Wani ,WANI,20.0667,78.95
Chhindwara Junction ,CWA,22.0576214,78.9537488
Moth ,MOTH,25.729284,78.954279
Girwar ,GW,23.824424,78.955693
Kashipur ,KPV,29.2104232,78.9618845
Nagpur Road ,NPRD,21.1462323,78.9631552
Laxmipur Road ,LKMR,18.8068782,78.969909
Budalur ,BAL,10.79679,78.9768999
Matlabpur ,MTB,28.3064203,78.9867948
Pukkirivari ,PRV,11.6329428,78.9896218
Takli Bhansali ,TKLB,21.3547618,78.9896218
Sonegaon ,SNN,21.1304435,78.9995154
Harsauli ,HSI,26.8154697,78.9996352
Warora ,WRR,20.2333,79
Buti Bori ,BTBR,20.9336166,79.002342
Ujhani ,UJH,28.0003235,79.0051685
Etawah ,ETW,26.8102685,79.0061968
Gangadhara ,GGAR,18.5792039,79.0087015
Uchippuli ,UCP,9.3131964,79.0136475
Chimidipalli ,CMDP,19.2577141,79.014101
Mainpuri ,MNQ,27.2333,79.0167
Patansaongi ,PTS,21.3303408,79.0207127
Zangalapalle ,ZPL,13.324065,79.0207314
Rampur ,RMU,28.7893041,79.0249516
Aler ,ALER,17.6401613,79.0362544
Somidevipalle ,SDV,15.453744,79.038552
Majri Junction ,MJRI,20.1391212,79.0431414
Wazerganj ,WZJ,28.2167,79.05
Virapur ,VP,18.2765726,79.0637994
Kareli ,KY,22.9167,79.0667
Pirumadara ,PRM,29.3356971,79.0673302
Shahzad Nagar ,SAR,28.7438389,79.0673302
Mailaram ,MWY,18.3720723,79.070861
Tiruvannamalai ,TNM,12.2252841,79.0746957
Ajni ,AJNI,21.1265819,79.0827761
Ariyalur ,ALU,11.1333,79.0833
Karengi ,KEG,28.3381707,79.0849825
Nagpur ,NGP,21.1458004,79.0881546
Kottapalli ,KYOP,18.4983878,79.0913365
Putalapattu ,PTT,13.3462826,79.0941604
Nandalur ,NRE,14.2709505,79.1068667
Khapri Kheda ,KPKD,21.2638998,79.1095137
Itwari ,ITR,21.1538784,79.1111018
Pakala Junction ,PAK,13.4512791,79.1144544
Pembarti ,PBP,17.6899028,79.1167483
Budaun ,BEM,28.0337088,79.1205419
Duganpur ,DUN,28.6678,79.1238059
Kaikolur ,KKLR,11.4008589,79.1248905
Bhandara Road ,BRD,21.1531352,79.1260567
Ramnagar ,RMR,29.3947643,79.1264997
Polur ,PRL,12.5106551,79.1268287
Mandapam ,MMM,9.2771255,79.1280402
Karimnagar ,KRMR,18.4385553,79.1288412
Vellore Cant ,VLR,12.9165167,79.1324986
Vellore Town ,VT,12.9165167,79.1324986
Thanjavur ,TJ,10.7869994,79.1378274
Mau Ranipur ,MRPR,25.2432171,79.1379196
Katpadi Junction ,KPD,12.9725625,79.1381988
Bazpur ,BPZ,29.1585345,79.1463868
Lakhna ,LKNA,26.648925,79.149598
Aonla ,AO,28.2833,79.15
Rukmapur ,RMY,18.5340273,79.1506201
Jhilmili ,JLY,22.0455782,79.1545005
Razampeta ,RJP,14.196678,79.1566324
Jangaon ,ZN,17.7288387,79.1604971
Tarigoppula ,TGU,17.9370742,79.1746054
Bhongaon ,BGQ,27.25518,79.1802481
Aung ,AUNG,27.1720685,79.1943534
Kamptee ,KP,21.2166193,79.1943534
Narsinghpur ,NU,22.95,79.2
Patharia ,PHA,23.9,79.2
Kemri ,KEMR,28.8066221,79.2028155
Tadali ,TAE,20.0057598,79.2056361
Nagaria Sadat ,NRS,28.5502149,79.2057242
Pullampet ,PMT,14.1223474,79.2098667
Pamban Junction ,PBM,9.2801699,79.2138129
Bharthana ,BNT,26.7571,79.2248
Tarlupadu ,TLU,15.6505041,79.2281975
Ait ,AIT,25.903336,79.229686
Pennadam ,PNDM,11.4071959,79.2408858
Markapur Road ,MRK,15.7389573,79.2643672
Obulavaripalli ,OBVP,14.0374777,79.2648481
Nalgonda ,NLDA,17.05,79.2667
Papanasam ,PML,10.9251895,79.2708047
Tirukoilur ,TRK,12.0140467,79.2720941
Madhosingh ,MBS,24.8548632,79.273304
Basharatganj ,BTG,28.2899739,79.2859863
Chanda Fort ,CAF,19.949374,79.2930312
Chandrapur ,CD,19.95,79.3
B Cement Nagar ,BEY,19.9680375,79.3039499
Mukundarayapurm ,MCN,12.9614587,79.3043021
Sank ,SANK,21.9627833,79.309937
Rameswaram ,RMM,9.2876254,79.3129291
Babupeth ,BUPH,19.9389831,79.3155716
Chandragiri ,CGI,13.5881118,79.3155716
Aslana ,ANA,23.9333333,79.3166667
Vridhachalam Junction ,VRI,11.5330801,79.3199571
Harpalpur ,HPP,25.2908438,79.3282481
Kaimganj ,KMJ,27.5540047,79.3296565
Chacher ,CHCR,21.2748892,79.3345858
Lakkadkot ,LKKD,19.590852,79.340923
Karak Bel ,KKB,22.9930537,79.3426832
Villuparam Junction ,VM,11.9659184,79.3467473
Balharshah ,BPQ,19.8333333,79.35
Koduru ,KOU,13.9569044,79.3505607
Gajjelakonda ,GJJ,15.767424,79.3690831
Ghorawadi ,GRWD,22.0437325,79.3775294
Ukhali ,UKH,20.7034222,79.3785852
Tharsa ,TAR,21.2263294,79.3810485
Peddapalli ,PDPL,18.6161825,79.3831599
Kumbakonam ,KMU,10.9616945,79.3881132
Manikgarh ,MAGH,19.7865689,79.3958273
Rudrapur City ,RUPC,28.9833333,79.4
Kothar ,KTR,21.7193257,79.4141214
Achalda ,ULD,26.7166667,79.4166667
Sholinghur ,SHU,13.1167,79.4167
Asifabad Road ,ASAF,19.2567771,79.4168477
Nidamangalam ,NMJ,10.7733144,79.4169356
Tirupati ,TPTY,13.6287557,79.4191795
Kandarpur ,KDRP,28.3063563,79.4211567
Izzatnagar ,IZN,28.4032003,79.4225637
Chaneti ,CHTI,28.310017,79.4264328
Hardua ,HDU,28.2457388,79.4264328
Saugor ,SGO,22.2671372,79.4288949
Bareilly City ,BC,28.3670355,79.4304381
Bareilly ,BE,28.3670355,79.4304381
Peddempet ,PPZ,18.7992813,79.432412
Wirur ,WIRR,19.638872,79.432412
Mancheral ,MCI,18.8667,79.4333
Wihirgaon ,VHGN,19.7253978,79.4411784
Damoh ,DMO,23.8380986,79.4421731
Odela ,OEA,18.4571153,79.4464792
Bhojipura Junction ,BPR,28.4944526,79.44771
Mannargudi ,MQ,10.6648689,79.4507152
Rechni Road ,RECH,19.1402698,79.4516659
Potkapalli ,PTKP,18.4229007,79.463357
Rewral ,RRL,21.2573666,79.4647633
Orai ,ORAI,25.9833,79.4667
Phaphund ,PHD,26.6,79.4667
Jamikunta ,JMKT,18.2890746,79.4738821
Mandamari ,MMZ,18.9871177,79.4791434
Aduturai ,ADT,11.0139879,79.4810674
Ramgundam ,RDM,18.7595503,79.4816378
Sirpur Kagazngr ,SKZR,19.3581456,79.4823339
Donakonda ,DKD,15.8338958,79.4844499
Pantnagar ,PBW,29.0210379,79.4897383
Belampalli ,BPA,19.0715572,79.4911758
Tangla ,TNL,21.531406,79.4914798
Baheri ,BHI,28.7833,79.5
Kichha ,KHH,28.9167,79.5
Hasanparthi Road ,HSP,18.0786172,79.5025507
Karhiya Bhadeli ,KYX,23.8592754,79.5034293
Renigunta Junction ,RU,13.6367887,79.5067679
Kazipet Junction ,KZJ,17.9743092,79.511512
Potlapadu ,POO,15.8737107,79.5246886
Haldwani ,HDW,29.2195268,79.530201
Pindrai ,PDE,23.4518434,79.5322424
Dhamora ,DAM,24.9765479,79.5406738
Seoni ,SEY,22.0868691,79.5434841
Bajrangarh ,BJG,24.8469444,79.5438889
Kathgodam ,KGM,29.2693264,79.5441198
Khat ,KHAT,21.2404726,79.5476994
Panruti ,PRT,11.7667,79.55
Rajapalayam ,RJPM,11.8150643,79.5582367
Amgaon ,AGN,20.7247045,79.5631537
Miryalaguda ,MRGA,16.8753106,79.5659633
Bandakpur ,BNU,23.85,79.5666667
Panapakam ,PAM,12.9224781,79.567368
Ekambarakuppam ,EKM,13.3173,79.5677
Vishnupuram ,VNUP,10.9345955,79.5743915
Kurichedu ,KCD,15.9065871,79.5786053
Venkatagiri ,VKI,13.9667,79.5833
Ramannapet ,RMNP,17.9786127,79.5842235
Ganeshganj ,GAJ,22.5106864,79.585628
Nagari ,NG,13.3200519,79.585628
Kaialsa ,KIV,10.4722719,79.5874608
Warangal ,WL,18.000055,79.588167
Singaram ,SGRM,17.8925257,79.5884369
Yerpedu ,YPD,13.6940232,79.5923428
Farrukhabad ,FBD,27.3826126,79.5940544
Tisua ,TSA,28.1352497,79.6010758
Tiruttani ,TRT,13.1758491,79.6109049
Rachagunnari ,RCG,13.7018321,79.613362
Fatehgarh ,FGR,27.3672904,79.6221368
Shikara ,SKY,22.6337844,79.6221368
Bansipur ,BSQP,23.5613952,79.6305599
Kamalganj ,KLJ,27.2590797,79.6319636
Thiruvarur Junction ,TVR,10.7650776,79.6335276
Kulpahar ,KLAR,25.316447,79.640899
Yataluru ,YAL,13.8922348,79.6431929
Tindivanam ,TMV,12.25,79.65
Yellakaru ,YLK,13.8462119,79.650386
Mayiladuturai J ,MV,11.1018399,79.6522218
Arakkonam ,AJJ,13.0752392,79.6558242
Peralam Jn ,PEM,10.9612134,79.6600343
Indargarh ,IDG,26.9362537,79.6712601
Ghatera ,GEA,23.8304504,79.6740663
Kalamna ,KAV,21.298372,79.6740663
Miranpur Katra ,MK,28.037142,79.6748555
Dusi ,DUSI,12.7763847,79.6768724
Nagbhir Junction ,NAB,20.5846349,79.6810815
Akbarpur ,ABP,26.0203301,79.689499
Chidambaram ,CDM,11.3981936,79.6953594
Sri Kalahasti ,KHT,13.76,79.7
Kanchipuram ,CJ,12.8341735,79.7036402
Vithisvarankol ,VDL,11.195726,79.7037894
Gursahaiganj ,GHJ,27.1167,79.7167
Nivari ,NEW,26.0492395,79.7259658
Sirkazhi ,SY,11.2333,79.7333
Tilhar ,TLH,27.9833333,79.7333333
Jhinjhak ,JJK,26.5622301,79.7357812
Kaniwara ,KWB,22.2127219,79.7385854
Vinukonda ,VKN,16.0497763,79.7405629
Cuddalore Port ,CUPJ,11.7072556,79.7427916
Kalpi ,KPI,26.120328,79.746251
